"","fips","sex","x.race.g1","x.michd","fips","sex","x.race.g1","cvdinfr4","fips","sex","x.race.g1","cvdstrk3","fips","sex","x.race.g1","cvdcrhd4"
"55.2",55,3,2,0.0413600141752833,55,3,2,0.0294983449841277,55,3,2,0.0376769051731593,55,3,2,0.0298540809151604
"56.2",56,3,2,0.1989620376178,56,3,2,0.0682338440647285,56,3,2,0,56,3,2,0.130728193553072
"66.2",66,3,2,0,66,3,2,0,66,3,2,0,66,3,2,0
"72.2",72,3,2,0.130306251813441,72,3,2,0.130306251813441,72,3,2,0,72,3,2,0
"78.2",78,3,2,0.034699961476765,78,3,2,0.0184719907167008,78,3,2,0.0175547509282174,78,3,2,0.0213731663700107
"1.3",1,3,3,0.0533143559239954,1,3,3,0.0311949716849102,1,3,3,0.0484142331967688,1,3,3,0.0221193842390852
"2.3",2,3,3,0.025717780948108,2,3,3,0.00578594128984244,2,3,3,0,2,3,3,0.025717780948108
"4.3",4,3,3,0.0495612004959937,4,3,3,0.0357509361463806,4,3,3,0.100466497534932,4,3,3,0.0390988996903182
"5.3",5,3,3,0.0410479765308562,5,3,3,0.0399906612470311,5,3,3,0.0309685664349507,5,3,3,0.0304732028349627
"6.3",6,3,3,0.0391484186137417,6,3,3,0.026199668147397,6,3,3,0.038913320947148,6,3,3,0.0269094173277526
"8.3",8,3,3,0.0466152856742084,8,3,3,0.0407969448746366,8,3,3,0.04086423703009,8,3,3,0.0306639194655417
"9.3",9,3,3,0.0485452846719946,9,3,3,0.0424245266187317,9,3,3,0.0818499620564547,9,3,3,0.0406307577747632
"10.3",10,3,3,0.0286137209582287,10,3,3,0.0213858969085793,10,3,3,0.0274062474416049,10,3,3,0.0100789945870771
"11.3",11,3,3,0.0123358273338406,11,3,3,0.00956790678310159,11,3,3,0.170286004313762,11,3,3,0.0125864605028177
"12.3",12,3,3,0.0494159762237595,12,3,3,0.0301553495586408,12,3,3,0.0526518979876248,12,3,3,0.0473704758381654
"13.3",13,3,3,0.0602998482690423,13,3,3,0.0533614642347557,13,3,3,0.0332604821201099,13,3,3,0.0218926694958996
"15.3",15,3,3,0.0333615200743362,15,3,3,0.0183642217327814,15,3,3,0.0220211198637533,15,3,3,0.020491053956386
"16.3",16,3,3,0.0222467214330296,16,3,3,0.0097127163378342,16,3,3,0.00783285182299943,16,3,3,0.014860202835261
"17.3",17,3,3,0.0293324683129368,17,3,3,0.0153272674633032,17,3,3,0.01468390843398,17,3,3,0.0235746599897999
"18.3",18,3,3,0.0312369195984083,18,3,3,0.0223016962686706,18,3,3,0.0204861889149401,18,3,3,0.0216006137358756
"19.3",19,3,3,0.0128263555330052,19,3,3,0.00901497642150444,19,3,3,0.00702477747883842,19,3,3,0.00969785662115594
"20.3",20,3,3,0.0207432920664864,20,3,3,0.0246151038684117,20,3,3,0.0424008216595972,20,3,3,0.018183467885951
"21.3",21,3,3,0.0654015392248321,21,3,3,0.0545743342450036,21,3,3,0.0182929539263356,21,3,3,0.0601436169560509
"22.3",22,3,3,0.0223607808768985,22,3,3,0.011004066770773,22,3,3,0.0226634068619413,22,3,3,0.0155729264865393
"23.3",23,3,3,0.0966439592828775,23,3,3,0.0860205116401682,23,3,3,0.0246463928648986,23,3,3,0.0501037161892819
"24.3",24,3,3,0.0409546337277021,24,3,3,0.027927828763642,24,3,3,0.0254628764287015,24,3,3,0.0259604390871188
"25.3",25,3,3,0.0568357994176748,25,3,3,0.0424999263332448,25,3,3,0.0587420184726136,25,3,3,0.0563102162805671
"26.3",26,3,3,0.0383105154461264,26,3,3,0.0199184654493928,26,3,3,0.0148295886932118,26,3,3,0.0248928566230647
"27.3",27,3,3,0.0314956196426942,27,3,3,0.0272295313502826,27,3,3,0.0699564189328593,27,3,3,0.015267821372227
"28.3",28,3,3,0.00440130222563985,28,3,3,0.00440130222563985,28,3,3,0.034411993697979,28,3,3,0
"29.3",29,3,3,0.112746333145185,29,3,3,0.0493168362784954,29,3,3,0.0977935322549149,29,3,3,0.0656619211137852
"30.3",30,3,3,0.0130774797710804,30,3,3,0.0130774797710804,30,3,3,0.0295282737486366,30,3,3,0.00953101861058434
"31.3",31,3,3,0.0220201401131411,31,3,3,0.0205050784566683,31,3,3,0.029797910869393,31,3,3,0.00350500338975649
"32.3",32,3,3,0.0427225789393528,32,3,3,0.0297487836058412,32,3,3,0.0289618017324484,32,3,3,0.0216090496965808
"33.3",33,3,3,0.0300371297064951,33,3,3,0.0185496433480024,33,3,3,0.0553664889672819,33,3,3,0.0300371297064951
"34.3",34,3,3,0.0632087493354677,34,3,3,0.0436940485179793,34,3,3,0.0668088572829903,34,3,3,0.0561558239480359
"35.3",35,3,3,0.067678974146264,35,3,3,0.0477922733934176,35,3,3,0.0444611049346477,35,3,3,0.0607850308985234
"36.3",36,3,3,0.0508032491031043,36,3,3,0.0306056046291224,36,3,3,0.0342873678047815,36,3,3,0.0443183144239624
"37.3",37,3,3,0.0331371566296553,37,3,3,0.0103514647997915,37,3,3,0.043970295983466,37,3,3,0.0431966305804155
"38.3",38,3,3,0.0895182841753225,38,3,3,0.0463899901156886,38,3,3,0.0166911392119675,38,3,3,0.0718199131945735
"39.3",39,3,3,0.0212249349763369,39,3,3,0.0470782056655371,39,3,3,0.0512826385452865,39,3,3,0.0237003574969563
"40.3",40,3,3,0.0335796806293203,40,3,3,0.0149593568318459,40,3,3,0.0636094807678705,40,3,3,0.0242350175011203
"41.3",41,3,3,0.0495493843231166,41,3,3,0.0328204670587386,41,3,3,0.0210235727307457,41,3,3,0.0375468435916119
"42.3",42,3,3,0.0733280764799829,42,3,3,0.0507080691923708,42,3,3,0.152255352065143,42,3,3,0.138017480429619
"44.3",44,3,3,0.0535596767947604,44,3,3,0.0433268617574015,44,3,3,0.0771854434601925,44,3,3,0.039795618481926
"45.3",45,3,3,0.0116060991638143,45,3,3,0.00499583216780104,45,3,3,0.196464410147143,45,3,3,0.00914571188831133
"46.3",46,3,3,0.050220773758799,46,3,3,0.0141413998601632,46,3,3,0.00319774510909792,46,3,3,0.0430601612557132
"47.3",47,3,3,0.0384733939747993,47,3,3,0.0192018705812924,47,3,3,0.0200450490216779,47,3,3,0.026275202650038
"48.3",48,3,3,0.0374847381632787,48,3,3,0.0267143918167762,48,3,3,0.040486472879582,48,3,3,0.0419725288201266
"49.3",49,3,3,0.0257397949561416,49,3,3,0.0170616768053355,49,3,3,0.0135055955026124,49,3,3,0.0485398954355445
"50.3",50,3,3,0.0106347852030122,50,3,3,0,50,3,3,0,50,3,3,0.0106347852030122
"51.3",51,3,3,0.0454976900163056,51,3,3,0.0438561592930681,51,3,3,0.01220432398625,51,3,3,0.0398375167029352
"53.3",53,3,3,0.0278527047412852,53,3,3,0.0242837153488772,53,3,3,0.0569051041795432,53,3,3,0.0153542744094599
"54.3",54,3,3,0.0529178916337516,54,3,3,0.0317481336014619,54,3,3,0.00844333693000408,54,3,3,0.0211697580322897
"55.3",55,3,3,0.0367042011294485,55,3,3,0.0287061785895805,55,3,3,0.0340368799365478,55,3,3,0.0127614463149565
"56.3",56,3,3,0.0437907209013124,56,3,3,0.0391934899071141,56,3,3,0.0206836217201584,56,3,3,0.0348753631843418
"66.3",66,3,3,0.111250538816326,66,3,3,0.0548062691163898,66,3,3,0.0199042893480143,66,3,3,0.123627254877299
"72.3",72,3,3,0.110287457952399,72,3,3,0.0636018949142493,72,3,3,0.0367594376094659,72,3,3,0.0776059702961176
"78.3",78,3,3,0.0104504760823944,78,3,3,0.00903668856678379,78,3,3,0.0222473609277497,78,3,3,0.00447956097110794
"1.4",1,3,4,0.0985584645323375,1,3,4,0.0574968998714459,1,3,4,0.055322124372448,1,3,4,0.0771790713195308
"2.4",2,3,4,0.0305087361736149,2,3,4,0.0518604835665069,2,3,4,0.0527909583206006,2,3,4,0.0214050078251344
"4.4",4,3,4,0.0271412355377322,4,3,4,0.0276641102545577,4,3,4,0.0335107525519337,4,3,4,0.0163596538918999
"5.4",5,3,4,0.0777405115839198,5,3,4,0.0857476353199424,5,3,4,0.0184665377337106,5,3,4,0.0685830816472862
"6.4",6,3,4,0.0314689687532398,6,3,4,0.0191310785528822,6,3,4,0.0379596759601949,6,3,4,0.0239813041361138
"8.4",8,3,4,0.0383709370897009,8,3,4,0.0519082063031704,8,3,4,0.0730938855026197,8,3,4,0.0238586182379722
"9.4",9,3,4,0.0303935248583935,9,3,4,0.021665422060538,9,3,4,0.0183393347564897,9,3,4,0.0411575948317645
"10.4",10,3,4,0.0559508886795716,10,3,4,0.0531776242947662,10,3,4,0.107274116386653,10,3,4,0.0110494719098326
"11.4",11,3,4,0.022904045574613,11,3,4,0.00248705743538437,11,3,4,0.123177019511356,11,3,4,0.0204169881392286
"12.4",12,3,4,0.0599966843089759,12,3,4,0.0228221737993322,12,3,4,0.0336506536681657,12,3,4,0.0471440670773346
"13.4",13,3,4,0.00310240010452562,13,3,4,0.00310240010452562,13,3,4,0.0271434717437293,13,3,4,0.00180058936543882
"15.4",15,3,4,0.0550300851707857,15,3,4,0.0349408918015618,15,3,4,0.0368959895779724,15,3,4,0.0472892326869565
"16.4",16,3,4,0.059096379614546,16,3,4,0.0514547122243618,16,3,4,0.0173428368046523,16,3,4,0.0198880186652466
"17.4",17,3,4,0.0467120445098223,17,3,4,0.0351950007482863,17,3,4,0.00923868483121922,17,3,4,0.0258293850994352
"18.4",18,3,4,0.0377864218152818,18,3,4,0.0312798027609742,18,3,4,0.0250475500358097,18,3,4,0.0694904913730698
"19.4",19,3,4,0.0547291149525798,19,3,4,0.0547291149525798,19,3,4,0.0209277676708308,19,3,4,0.153326121887683
"20.4",20,3,4,0.0487907565450955,20,3,4,0.0600344354683807,20,3,4,0.0105264445400396,20,3,4,0.0282523580553226
"21.4",21,3,4,0.0776222428412303,21,3,4,0.122827951551469,21,3,4,0.0478751333177891,21,3,4,0.183793368482467
"22.4",22,3,4,0.0955796048321748,22,3,4,0.213108584490198,22,3,4,0.0754638240788757,22,3,4,0.0910704697999379
"23.4",23,3,4,0.0781199734355207,23,3,4,0.0518145561362818,23,3,4,0.0720142619455475,23,3,4,0.0947732781144897
"24.4",24,3,4,0.028805547568398,24,3,4,0.0252297008075552,24,3,4,0.017067990397235,24,3,4,0.0321520390337329
"25.4",25,3,4,0.030481376318048,25,3,4,0.0257932951742613,25,3,4,0.100537260176725,25,3,4,0.1770941750304
"26.4",26,3,4,0.0349040251282033,26,3,4,0.0265384435169609,26,3,4,0.113237192077707,26,3,4,0.0227068623297669
"27.4",27,3,4,0.0294672965404122,27,3,4,0.0226138989403046,27,3,4,0.017984797486691,27,3,4,0.0265358526091446
"28.4",28,3,4,0.104048806250491,28,3,4,0.104048806250491,28,3,4,0.0617675867219979,28,3,4,0.0615456659698213
"29.4",29,3,4,0.0589589895243711,29,3,4,0.0148037760112413,29,3,4,0.121301054071862,29,3,4,0.0574074330628762
"30.4",30,3,4,0.0812497811568886,30,3,4,0.0588684935325506,30,3,4,0.116885716426704,30,3,4,0.0571482265804427
"31.4",31,3,4,0.0463558875491043,31,3,4,0.0311247765266741,31,3,4,0.0156179545230945,31,3,4,0.0431286655232398
"32.4",32,3,4,0.0508983991892414,32,3,4,0.0452901182783119,32,3,4,0.0558614637095724,32,3,4,0.0628891658025161
"33.4",33,3,4,0.0516699452766298,33,3,4,0.0447943087793412,33,3,4,0.0616401730309752,33,3,4,0.0289233536837007
"34.4",34,3,4,0.0327332540285027,34,3,4,0.0309803029864956,34,3,4,0.0168470998503116,34,3,4,0.0621996023634815
"35.4",35,3,4,0.0580920120073302,35,3,4,0.0562515263841503,35,3,4,0.0375398064898691,35,3,4,0.0480846524140411
"36.4",36,3,4,0.0467020420368487,36,3,4,0.0282437262517516,36,3,4,0.0107617078813958,36,3,4,0.0682514693833447
"37.4",37,3,4,0.0392890198504485,37,3,4,0.0244805437334994,37,3,4,0.0457876362713165,37,3,4,0.0196069793171136
"38.4",38,3,4,0.0823772194099352,38,3,4,0.0700911368788069,38,3,4,0.01923808145912,38,3,4,0.0979771743532284
"39.4",39,3,4,0.0406745231137688,39,3,4,0.0224709981796438,39,3,4,0.089485483189551,39,3,4,0.038389321003201
"40.4",40,3,4,0.0764944259891327,40,3,4,0.0536745366051445,40,3,4,0.0921917874382031,40,3,4,0.0698464354681339
"41.4",41,3,4,0.060943635051039,41,3,4,0.0358712871995983,41,3,4,0.0155303245872966,41,3,4,0.0497621792922204
"42.4",42,3,4,0.0299196358564188,42,3,4,0.0223345347302323,42,3,4,0.00674358360191084,42,3,4,0.0154503093736619
"44.4",44,3,4,0.0666601220841454,44,3,4,0.0563913956947148,44,3,4,0.0785497713889718,44,3,4,0.0892631896408708
"45.4",45,3,4,0.0471981854058803,45,3,4,0.0332774680110592,45,3,4,0.0606042943944002,45,3,4,0.0525897129847094
"46.4",46,3,4,0.0622783520201376,46,3,4,0.0531274095980113,46,3,4,0.0225862015597717,46,3,4,0.0580859076642733
"47.4",47,3,4,0.102630423788648,47,3,4,0.0561654839345165,47,3,4,0.0580998724236185,47,3,4,0.127715343221762
"48.4",48,3,4,0.025929145795791,48,3,4,0.0198605695182886,48,3,4,0.00723608654407778,48,3,4,0.0288769496706654
"49.4",49,3,4,0.0249415157292807,49,3,4,0.0312519588300983,49,3,4,0.0180317438586289,49,3,4,0.0140674028903575
"50.4",50,3,4,0.111185200083697,50,3,4,0.109305419012668,50,3,4,0.0722004429319229,50,3,4,0.187451852184436
"51.4",51,3,4,0.00919149304242221,51,3,4,0.00406691557614213,51,3,4,0.00121126287594642,51,3,4,0.00582958994788117
"53.4",53,3,4,0.0403443042319256,53,3,4,0.052564354839062,53,3,4,0.0831414763617277,53,3,4,0.0667496400707936
"54.4",54,3,4,0.172384354229152,54,3,4,0.0947855617154776,54,3,4,0.121114623549258,54,3,4,0.302250444878638
"55.4",55,3,4,0.0374970443041193,55,3,4,0.0243399843920571,55,3,4,0.017688559481624,55,3,4,0.0188101715726503
"56.4",56,3,4,0.0453677847353131,56,3,4,0.0342202082199395,56,3,4,0.0085436334947178,56,3,4,0.0132309337330176
"66.4",66,3,4,0.0544790675628438,66,3,4,0.0370293380092098,66,3,4,0.0454369785767144,66,3,4,0.0480122749392394
"72.4",72,3,4,0,72,3,4,0,72,3,4,0,72,3,4,0
"78.4",78,3,4,0.104529744989013,78,3,4,0.104529744989013,78,3,4,0.0412216476408857,78,3,4,0.0560447655241719
"1.5",1,3,5,0.076551458080227,1,3,5,0.0715026013111368,1,3,5,0.0591732973213047,1,3,5,0.078117888160313
"2.5",2,3,5,0.0322084851827739,2,3,5,0.0302358905520206,2,3,5,0.019977834925431,2,3,5,0.0042392851492348
"4.5",4,3,5,0.131830234916723,4,3,5,0.128614683969762,4,3,5,0.0616733877439256,4,3,5,0.0475442560553568
"5.5",5,3,5,0.280201941497767,5,3,5,0.220652518884804,5,3,5,0.0972481503540699,5,3,5,0.222297331254113
"6.5",6,3,5,0.0491437245659019,6,3,5,0.0233365587394169,6,3,5,0.035534491809875,6,3,5,0.0373878559738505
"8.5",8,3,5,0.0569751049567231,8,3,5,0.0460349521250653,8,3,5,0.030635871091222,8,3,5,0.0308260817081762
"9.5",9,3,5,0.0429640660469233,9,3,5,0.0176352868062058,9,3,5,0.0829411613622004,9,3,5,0.0298315297543138
"10.5",10,3,5,0.130310443049788,10,3,5,0.0674963351954285,10,3,5,0.0671637878659559,10,3,5,0.075563177939066
"11.5",11,3,5,0.0467149725098046,11,3,5,0.0304410573795872,11,3,5,0.0192825685244226,11,3,5,0.0286581589021501
"12.5",12,3,5,0.0681217491365229,12,3,5,0.0476389935704659,12,3,5,0.135067459766208,12,3,5,0.0583090998736375
"13.5",13,3,5,0.119713316805244,13,3,5,0.103887667520657,13,3,5,0.0168016999658015,13,3,5,0.13463726471167
"15.5",15,3,5,0.0527187050912257,15,3,5,0.0372131295639836,15,3,5,0.0379842618831532,15,3,5,0.0335447221162401
"16.5",16,3,5,0.0317137631977671,16,3,5,0.0317137631977671,16,3,5,0.0368789710120074,16,3,5,0.00891572086715985
"17.5",17,3,5,0.0453680278961033,17,3,5,0.0378048589370477,17,3,5,0.0247142712533102,17,3,5,0.0144867122893031
"18.5",18,3,5,0.0737426997381071,18,3,5,0.0614317911575902,18,3,5,0.125998964910531,18,3,5,0.030294531272454
"19.5",19,3,5,0.107689539993378,19,3,5,0.0982718815597145,19,3,5,0.108176670089028,19,3,5,0.316811699060131
"20.5",20,3,5,0.076189328515215,20,3,5,0.0401783705043759,20,3,5,0.0313074240230527,20,3,5,0.0904078913923322
"21.5",21,3,5,0.231336453502055,21,3,5,0.193247601780552,21,3,5,0.0744460957092252,21,3,5,0.393962089905065
"22.5",22,3,5,0.120162008992096,22,3,5,0.0968951957929106,22,3,5,0.0354488831923475,22,3,5,0.242297536054804
"23.5",23,3,5,0.0936962166845446,23,3,5,0.0493532159216242,23,3,5,0.0416981394182423,23,3,5,0.112134381383685
"24.5",24,3,5,0.0687305037585516,24,3,5,0.130531103042282,24,3,5,0.142841781546265,24,3,5,0.106554728416911
"25.5",25,3,5,0.0849275874348411,25,3,5,0.0710695579244156,25,3,5,0.0301117187347928,25,3,5,0.0512340747746162
"26.5",26,3,5,0.10227763638972,26,3,5,0.0512834887926354,26,3,5,0.096227703286567,26,3,5,0.0892000491602741
"27.5",27,3,5,0.0220436822986354,27,3,5,0.00803848321215307,27,3,5,0.0296424858657345,27,3,5,0.0189409272303185
"28.5",28,3,5,0.11086126916904,28,3,5,0.0552836631460372,28,3,5,0.406206480909566,28,3,5,0.11086126916904
"29.5",29,3,5,0.0556887995029336,29,3,5,0.0343065759844874,29,3,5,0.0864166052566269,29,3,5,0.0361582211749704
"30.5",30,3,5,0.0770019630611108,30,3,5,0.0557776011691866,30,3,5,0.0468833530766522,30,3,5,0.0324087875230296
"31.5",31,3,5,0.0691982708584401,31,3,5,0.0423458488920748,31,3,5,0.21956554548922,31,3,5,0.0759751810018564
"32.5",32,3,5,0.0551400896834982,32,3,5,0.0471946102341653,32,3,5,0.0133746028517228,32,3,5,0.0768914609018105
"33.5",33,3,5,0.102921406652906,33,3,5,0.0830612157997384,33,3,5,0.0263903613942008,33,3,5,0.052373799877465
"34.5",34,3,5,0.0117622992785635,34,3,5,0.00268925518394109,34,3,5,0.0233007334356448,34,3,5,0.00907304409462242
"35.5",35,3,5,0.0398852771892235,35,3,5,0.0253396932861036,35,3,5,0.036313921335536,35,3,5,0.168275256211261
"36.5",36,3,5,0.0850052023868664,36,3,5,0.0469780563143411,36,3,5,0.122246689295974,36,3,5,0.0650930613193415
"37.5",37,3,5,0.0470167523827459,37,3,5,0.0448090424439947,37,3,5,0.0106537359907723,37,3,5,0.00681752237157797
"38.5",38,3,5,0.0576245407885663,38,3,5,0.039648054493961,38,3,5,0.0191512759845982,38,3,5,0.0576245407885663
"39.5",39,3,5,0.0558733644668465,39,3,5,0.0410842253425845,39,3,5,0.0385268951530147,39,3,5,0.0334479117140539
"40.5",40,3,5,0.105825935519422,40,3,5,0.0732552576010462,40,3,5,0.03311907187811,40,3,5,0.0713399535417187
"41.5",41,3,5,0.0725908638682189,41,3,5,0.0549454787677883,41,3,5,0.0678871246616498,41,3,5,0.052908186064494
"42.5",42,3,5,0.0415014380074968,42,3,5,0.0415014380074968,42,3,5,0.0207559418147562,42,3,5,0.0273977362947432
"44.5",44,3,5,0.0296710507194227,44,3,5,0.0202892550235067,44,3,5,0.11734722226666,44,3,5,0.0296710507194227
"45.5",45,3,5,0.0669729427944607,45,3,5,0.0454007255881455,45,3,5,0.169175930643503,45,3,5,0.0470481590009811
"46.5",46,3,5,0.0826333630623694,46,3,5,0.069752920199299,46,3,5,0.00445298059808143,46,3,5,0.145991543953573
"47.5",47,3,5,0.0562970071273429,47,3,5,0.0489151369085411,47,3,5,0.11759085861017,47,3,5,0.0711902342699248
"48.5",48,3,5,0.197609274329651,48,3,5,0.163551853221456,48,3,5,0.056941616068758,48,3,5,0.0615752667121359
"49.5",49,3,5,0.0571755923927568,49,3,5,0.0571755923927568,49,3,5,0.145435459670704,49,3,5,0.00607500610001688
"50.5",50,3,5,0.0909439208352643,50,3,5,0.0842279355966931,50,3,5,0.0764994997381904,50,3,5,0.0568717844818921
"51.5",51,3,5,0.106748973403593,51,3,5,0.0493851217530254,51,3,5,0.0539836755742128,51,3,5,0.0970233067966999
"53.5",53,3,5,0.0561003433358237,53,3,5,0.0555914717408143,53,3,5,0.0297079969114886,53,3,5,0.0282941098429814
"54.5",54,3,5,0.204177831442632,54,3,5,0.176475121747488,54,3,5,0.597405763265602,54,3,5,0.236256362899933
"55.5",55,3,5,0.0577165726520794,55,3,5,0.0364618843142607,55,3,5,0.00548754633663799,55,3,5,0.025529826182823
"56.5",56,3,5,0.0492480663879805,56,3,5,0.0314555831298187,56,3,5,0.0678260433275937,56,3,5,0.0320049848971948
"66.5",66,3,5,0.0555913612726573,66,3,5,0.0175002425993938,66,3,5,0.0322639746353637,66,3,5,0.0475571753586118
"72.5",72,3,5,0,72,3,5,0,72,3,5,0,72,3,5,0
"78.5",78,3,5,0.00816264448716088,78,3,5,0.0734638003844479,78,3,5,0,78,3,5,0.00816264448716088
"1.11",1,1,6,0.111875764892957,1,1,6,0.0821100626775415,1,1,6,0.0557106526113083,1,1,6,0.10343704681437
"2.11",2,1,6,0.0498546181420917,2,1,6,0.0409043642006081,2,1,6,0.0253648424334637,2,1,6,0.067775065443148
"4.11",4,1,6,0.0857628958417903,4,1,6,0.0620751455637611,4,1,6,0.0694793295537297,4,1,6,0.0671301113209504
"5.11",5,1,6,0.110141323300993,5,1,6,0.0788822170527291,5,1,6,0.0560238361035962,5,1,6,0.117285007340193
"6.11",6,1,6,0.0583471145751152,6,1,6,0.0440992151434216,6,1,6,0.0370157068643834,6,1,6,0.0485101528968699
"8.11",8,1,6,0.0610375603556842,8,1,6,0.050671578086042,8,1,6,0.0358108866119662,8,1,6,0.0518196131799113
"9.11",9,1,6,0.0734183115060253,9,1,6,0.0558803526565556,9,1,6,0.0445654077821631,9,1,6,0.0724444930242337
"10.11",10,1,6,0.0834778698147397,10,1,6,0.0646126367054154,10,1,6,0.0443759612009032,10,1,6,0.0654907700788556
"11.11",11,1,6,0.0429285760015582,11,1,6,0.0307786824884103,11,1,6,0.0871532288116646,11,1,6,0.0459780637463634
"12.11",12,1,6,0.0962018445438688,12,1,6,0.0794347366256083,12,1,6,0.0602095891319288,12,1,6,0.0806572132949351
"13.11",13,1,6,0.0788868256514855,13,1,6,0.0608516172860433,13,1,6,0.0504094115312883,13,1,6,0.0750239171303102
"15.11",15,1,6,0.0688871480997686,15,1,6,0.0479611480359248,15,1,6,0.0314317684366816,15,1,6,0.0484533048121815
"16.11",16,1,6,0.0701904900896675,16,1,6,0.04979086124262,16,1,6,0.0529445439844337,16,1,6,0.0588502091335691
"17.11",17,1,6,0.071132608068419,17,1,6,0.0619271299034659,17,1,6,0.0321466067019246,17,1,6,0.0573145740340667
"18.11",18,1,6,0.0893622141416043,18,1,6,0.0756054403857566,18,1,6,0.0467587591783263,18,1,6,0.0732895750310778
"19.11",19,1,6,0.0806707267092118,19,1,6,0.0642062828842224,19,1,6,0.0421630868784588,19,1,6,0.079386655932977
"20.11",20,1,6,0.0811855706645665,20,1,6,0.0665831500285043,20,1,6,0.0497143766461668,20,1,6,0.0738505103359797
"21.11",21,1,6,0.125184898492575,21,1,6,0.101826312199116,21,1,6,0.0620549963573142,21,1,6,0.11955099504998
"22.11",22,1,6,0.0975036410591458,22,1,6,0.0837811831711684,22,1,6,0.0420851999446056,22,1,6,0.0867229574739022
"23.11",23,1,6,0.106831441245133,23,1,6,0.0810755766171889,23,1,6,0.0400449631856329,23,1,6,0.0853616147953326
"24.11",24,1,6,0.0727681948162705,24,1,6,0.0552713705031681,24,1,6,0.0487616765241794,24,1,6,0.0592513863599132
"25.11",25,1,6,0.0786029441474612,25,1,6,0.0596706588487483,25,1,6,0.0520666483922877,25,1,6,0.0761169977452403
"26.11",26,1,6,0.0974964257274809,26,1,6,0.0718830310283532,26,1,6,0.058747519098282,26,1,6,0.0925918132688243
"27.11",27,1,6,0.0701605338722769,27,1,6,0.0540103983123493,27,1,6,0.0362325937672871,27,1,6,0.0554982940046856
"28.11",28,1,6,0.0991496475012269,28,1,6,0.0749544097619786,28,1,6,0.0645079746646312,28,1,6,0.0794140556806359
"29.11",29,1,6,0.090864972974865,29,1,6,0.0700483904434751,29,1,6,0.0613746957530122,29,1,6,0.0799206838566046
"30.11",30,1,6,0.0815403847475945,30,1,6,0.059480661671526,30,1,6,0.0437841212901929,30,1,6,0.0869883941268375
"31.11",31,1,6,0.070908596533629,31,1,6,0.0531963072319302,31,1,6,0.0381877697013677,31,1,6,0.0548977129149343
"32.11",32,1,6,0.0854273582448242,32,1,6,0.0735116911052441,32,1,6,0.0409057218710239,32,1,6,0.0651751129307609
"33.11",33,1,6,0.0895818978954453,33,1,6,0.0653573609727844,33,1,6,0.0438433409535092,33,1,6,0.08396896503563
"34.11",34,1,6,0.081125650354556,34,1,6,0.0584973205293548,34,1,6,0.0435119539902598,34,1,6,0.0611039592030084
"35.11",35,1,6,0.0815582051738967,35,1,6,0.0618256614999386,35,1,6,0.044643588704842,35,1,6,0.0589133636090881
"36.11",36,1,6,0.0690031024843734,36,1,6,0.0492237916405352,36,1,6,0.0389870470987942,36,1,6,0.0622977659625631
"37.11",37,1,6,0.0841952636184824,37,1,6,0.0657992376633466,37,1,6,0.043697639026558,37,1,6,0.0670778376665893
"38.11",38,1,6,0.0801982387502148,38,1,6,0.0541239064161813,38,1,6,0.0386688580182973,38,1,6,0.0789320317035722
"39.11",39,1,6,0.0920387541443765,39,1,6,0.0762956534354295,39,1,6,0.0500275632783744,39,1,6,0.093804192731179
"40.11",40,1,6,0.097010523695792,40,1,6,0.0737458418644199,40,1,6,0.0685923308697214,40,1,6,0.0949337808867157
"41.11",41,1,6,0.0817818412259525,41,1,6,0.0631623637282875,41,1,6,0.0587711805286991,41,1,6,0.0656307426586659
"42.11",42,1,6,0.0933278641647568,42,1,6,0.0658732433266061,42,1,6,0.0639340238779639,42,1,6,0.0795389000103471
"44.11",44,1,6,0.0816472781184296,44,1,6,0.0734175210125533,44,1,6,0.0429929876504428,44,1,6,0.0661668258672037
"45.11",45,1,6,0.0846234985112407,45,1,6,0.0642664036016821,45,1,6,0.0765125846724938,45,1,6,0.100854116635389
"46.11",46,1,6,0.0996934998331015,46,1,6,0.0673451709898029,46,1,6,0.0197897711472799,46,1,6,0.0858732457792086
"47.11",47,1,6,0.0985205770172133,47,1,6,0.0732743116352295,47,1,6,0.0549666389759847,47,1,6,0.0912143720781506
"48.11",48,1,6,0.0702864847304423,48,1,6,0.0516423384304944,48,1,6,0.0521556257131782,48,1,6,0.0677791762779313
"49.11",49,1,6,0.051741815830128,49,1,6,0.0450367798619783,49,1,6,0.028380989147815,49,1,6,0.0413131591735617
"50.11",50,1,6,0.0767745905187711,50,1,6,0.0625255156243355,50,1,6,0.0441525511235493,50,1,6,0.0704876236015715
"51.11",51,1,6,0.0721707645066389,51,1,6,0.0575827457918657,51,1,6,0.0351693915167067,51,1,6,0.0718036216578539
"53.11",53,1,6,0.0710934065004719,53,1,6,0.0501344554495508,53,1,6,0.0521815085086725,53,1,6,0.0685435516940443
"54.11",54,1,6,0.141552712147466,54,1,6,0.0971059747034499,54,1,6,0.076871455467287,54,1,6,0.132069503328997
"55.11",55,1,6,0.0864123415358707,55,1,6,0.0542568812567555,55,1,6,0.0413656885912034,55,1,6,0.0818817832531014
"56.11",56,1,6,0.0732379091953269,56,1,6,0.0563071616786958,56,1,6,0.0291531459544159,56,1,6,0.0620676444068765
